1758442458.879323 server started (15738): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1758442458.879368 on Linux 6.8.0-79-generic #79-Ubuntu SMP PREEMPT_DYNAMIC Tue Aug 12 14:42:46 UTC 2025
1758442458.879382 using libevent 2.1.12-stable poll
1758442458.879390 using ncurses 6.4 20240113
1758442458.922928 yylex_token: command-prompt
1758442458.922932 yylex_token: end at WS
1758442458.922937 yylex_token: -1p(jump backward)
1758442458.922941 yylex_token: end at WS
1758442458.922946 yylex_token: send
1758442458.922950 yylex_token: end at WS
1758442458.922954 yylex_token: -X
1758442458.922959 yylex_token: end at WS
1758442458.922964 yylex_token: jump-backward
1758442458.922968 yylex_token: end at WS
1758442458.922972 yylex_token: %%
1758442458.922979 cmd_parse_build_commands 0:0: bind
1758442458.922983 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.922988 cmd_parse_build_commands 0:2: F
1758442458.922993 cmd_parse_build_commands 0:3 0:0: command-prompt
1758442458.922997 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1758442458.923003 cmd_parse_build_commands 0:3 0:2 0:0: send
1758442458.923007 cmd_parse_build_commands 0:3 0:2 0:1: -X
1758442458.923012 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1758442458.923016 cmd_parse_build_commands 0:3 0:2 0:3: %%
1758442458.923022 cmd_parse_build_commands 0:0: command-prompt
1758442458.923027 cmd_parse_build_commands 0:1: -1p(jump backward)
1758442458.923032 cmd_parse_build_commands 0:2 0:0: send
1758442458.923036 cmd_parse_build_commands 0:2 0:1: -X
1758442458.923041 cmd_parse_build_commands 0:2 0:2: jump-backward
1758442458.923045 cmd_parse_build_commands 0:2 0:3: %%
1758442458.923051 cmd_parse_build_commands 0:0: send
1758442458.923055 cmd_parse_build_commands 0:1: -X
1758442458.923060 cmd_parse_build_commands 0:2: jump-backward
1758442458.923064 cmd_parse_build_commands 0:3: %%
1758442458.923071 args_parse_flags: next -X
1758442458.923075 args_parse_flags: -X
1758442458.923079 args_parse_flags: next jump-backward
1758442458.923084 args_parse: flags end at 2 of 4
1758442458.923089 args_parse: 2 = jump-backward (type STRING)
1758442458.923093 args_parse: 3 = %% (type STRING)
1758442458.923101 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1758442458.923106 args_parse_flags: next -1p(jump backward)
1758442458.923110 args_parse_flags: -1
1758442458.923115 args_parse_flag_argument: -p = (jump backward)
1758442458.923120 args_parse: flags end at 2 of 3
1758442458.923126 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1758442458.923136 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1758442458.923141 args_parse_flags: next -Tcopy-mode
1758442458.923146 args_parse_flag_argument: -T = copy-mode
1758442458.923149 args_parse_flags: next F
1758442458.923154 args_parse: flags end at 2 of 4
1758442458.923158 args_parse: 2 = F (type STRING)
1758442458.923168 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1758442458.923180 cmd_parse_build_commands: bind-key -T copy-mode F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1758442458.923186 cmdq_get_command: [bind-key/0x5fbe1f931010] group 1443
1758442458.923192 cmdq_append <global>: [bind-key/0x5fbe1f931010]
1758442458.923201 yylex_token: end at WS
1758442458.923205 yylex_token: bind
1758442458.923210 yylex_token: end at WS
1758442458.923214 yylex_token: -Tcopy-mode
1758442458.923219 yylex_token: end at WS
1758442458.923223 yylex_token: N
1758442458.923228 yylex_token: end at WS
1758442458.923232 yylex_token: send
1758442458.923236 yylex_token: end at WS
1758442458.923246 yylex_token: -X
1758442458.923251 yylex_token: end at WS
1758442458.923255 yylex_token: search-reverse
1758442458.923261 cmd_parse_build_commands 0:0: bind
1758442458.923265 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.923270 cmd_parse_build_commands 0:2: N
1758442458.923275 cmd_parse_build_commands 0:3 0:0: send
1758442458.923279 cmd_parse_build_commands 0:3 0:1: -X
1758442458.923284 cmd_parse_build_commands 0:3 0:2: search-reverse
1758442458.923289 cmd_parse_build_commands 0:0: send
1758442458.923294 cmd_parse_build_commands 0:1: -X
1758442458.923298 cmd_parse_build_commands 0:2: search-reverse
1758442458.923305 args_parse_flags: next -X
1758442458.923309 args_parse_flags: -X
1758442458.923314 args_parse_flags: next search-reverse
1758442458.923318 args_parse: flags end at 2 of 3
1758442458.923323 args_parse: 2 = search-reverse (type STRING)
1758442458.923329 cmd_parse_build_commands: send-keys -X search-reverse
1758442458.923334 args_parse_flags: next -Tcopy-mode
1758442458.923338 args_parse_flag_argument: -T = copy-mode
1758442458.923343 args_parse_flags: next N
1758442458.923347 args_parse: flags end at 2 of 4
1758442458.923352 args_parse: 2 = N (type STRING)
1758442458.923358 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1758442458.923367 cmd_parse_build_commands: bind-key -T copy-mode N { send-keys -X search-reverse }
1758442458.923373 cmdq_get_command: [bind-key/0x5fbe1f931250] group 1455
1758442458.923378 cmdq_append <global>: [bind-key/0x5fbe1f931250]
1758442458.923383 yylex_token: end at WS
1758442458.923387 yylex_token: bind
1758442458.923392 yylex_token: end at WS
1758442458.923396 yylex_token: -Tcopy-mode
1758442458.923400 yylex_token: end at WS
1758442458.923405 yylex_token: P
1758442458.923409 yylex_token: end at WS
1758442458.923414 yylex_token: send
1758442458.923418 yylex_token: end at WS
1758442458.923422 yylex_token: -X
1758442458.923427 yylex_token: end at WS
1758442458.923431 yylex_token: toggle-position
1758442458.923437 cmd_parse_build_commands 0:0: bind
1758442458.923441 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.923446 cmd_parse_build_commands 0:2: P
1758442458.923451 cmd_parse_build_commands 0:3 0:0: send
1758442458.923456 cmd_parse_build_commands 0:3 0:1: -X
1758442458.923460 cmd_parse_build_commands 0:3 0:2: toggle-position
1758442458.923466 cmd_parse_build_commands 0:0: send
1758442458.923470 cmd_parse_build_commands 0:1: -X
1758442458.923474 cmd_parse_build_commands 0:2: toggle-position
1758442458.923480 args_parse_flags: next -X
1758442458.923485 args_parse_flags: -X
1758442458.923489 args_parse_flags: next toggle-position
1758442458.923494 args_parse: flags end at 2 of 3
1758442458.923499 args_parse: 2 = toggle-position (type STRING)
1758442458.923505 cmd_parse_build_commands: send-keys -X toggle-position
1758442458.923510 args_parse_flags: next -Tcopy-mode
1758442458.923514 args_parse_flag_argument: -T = copy-mode
1758442458.923518 args_parse_flags: next P
1758442458.923523 args_parse: flags end at 2 of 4
1758442458.923527 args_parse: 2 = P (type STRING)
1758442458.923534 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1758442458.923543 cmd_parse_build_commands: bind-key -T copy-mode P { send-keys -X toggle-position }
1758442458.923549 cmdq_get_command: [bind-key/0x5fbe1f9318a0] group 1463
1758442458.923553 cmdq_append <global>: [bind-key/0x5fbe1f9318a0]
1758442458.923559 yylex_token: end at WS
1758442458.923563 yylex_token: bind
1758442458.923568 yylex_token: end at WS
1758442458.923572 yylex_token: -Tcopy-mode
1758442458.923576 yylex_token: end at WS
1758442458.923580 yylex_token: R
1758442458.923585 yylex_token: end at WS
1758442458.923589 yylex_token: send
1758442458.923594 yylex_token: end at WS
1758442458.923598 yylex_token: -X
1758442458.923603 yylex_token: end at WS
1758442458.923608 yylex_token: rectangle-toggle
1758442458.923613 cmd_parse_build_commands 0:0: bind
1758442458.923618 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.923622 cmd_parse_build_commands 0:2: R
1758442458.923627 cmd_parse_build_commands 0:3 0:0: send
1758442458.923637 cmd_parse_build_commands 0:3 0:1: -X
1758442458.923642 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1758442458.923647 cmd_parse_build_commands 0:0: send
1758442458.923652 cmd_parse_build_commands 0:1: -X
1758442458.923656 cmd_parse_build_commands 0:2: rectangle-toggle
1758442458.923663 args_parse_flags: next -X
1758442458.923668 args_parse_flags: -X
1758442458.923672 args_parse_flags: next rectangle-toggle
1758442458.923677 args_parse: flags end at 2 of 3
1758442458.923681 args_parse: 2 = rectangle-toggle (type STRING)
1758442458.923687 cmd_parse_build_commands: send-keys -X rectangle-toggle
1758442458.923692 args_parse_flags: next -Tcopy-mode
1758442458.923697 args_parse_flag_argument: -T = copy-mode
1758442458.923702 args_parse_flags: next R
1758442458.923706 args_parse: flags end at 2 of 4
1758442458.923711 args_parse: 2 = R (type STRING)
1758442458.923717 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1758442458.923726 cmd_parse_build_commands: bind-key -T copy-mode R { send-keys -X rectangle-toggle }
1758442458.923731 cmdq_get_command: [bind-key/0x5fbe1f931d70] group 1471
1758442458.923736 cmdq_append <global>: [bind-key/0x5fbe1f931d70]
1758442458.923742 yylex_token: end at WS
1758442458.923747 yylex_token: bind
1758442458.923752 yylex_token: end at WS
1758442458.923756 yylex_token: -Tcopy-mode
1758442458.923760 yylex_token: end at WS
1758442458.923765 yylex_token: T
1758442458.923770 yylex_token: end at WS
1758442458.923775 yylex_token: command-prompt
1758442458.923779 yylex_token: end at WS
1758442458.923784 yylex_token: -1p(jump to backward)
1758442458.923788 yylex_token: end at WS
1758442458.923792 yylex_token: send
1758442458.923797 yylex_token: end at WS
1758442458.923801 yylex_token: -X
1758442458.923806 yylex_token: end at WS
1758442458.923809 yylex_token: jump-to-backward
1758442458.923814 yylex_token: end at WS
1758442458.923819 yylex_token: %%
1758442458.923825 cmd_parse_build_commands 0:0: bind
1758442458.923830 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.923834 cmd_parse_build_commands 0:2: T
1758442458.923839 cmd_parse_build_commands 0:3 0:0: command-prompt
1758442458.923844 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1758442458.923848 cmd_parse_build_commands 0:3 0:2 0:0: send
1758442458.923853 cmd_parse_build_commands 0:3 0:2 0:1: -X
1758442458.923858 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1758442458.923862 cmd_parse_build_commands 0:3 0:2 0:3: %%
1758442458.923868 cmd_parse_build_commands 0:0: command-prompt
1758442458.923873 cmd_parse_build_commands 0:1: -1p(jump to backward)
1758442458.923878 cmd_parse_build_commands 0:2 0:0: send
1758442458.923882 cmd_parse_build_commands 0:2 0:1: -X
1758442458.923887 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1758442458.923892 cmd_parse_build_commands 0:2 0:3: %%
1758442458.923911 cmd_parse_build_commands 0:0: send
1758442458.923917 cmd_parse_build_commands 0:1: -X
1758442458.923923 cmd_parse_build_commands 0:2: jump-to-backward
1758442458.923927 cmd_parse_build_commands 0:3: %%
1758442458.923933 args_parse_flags: next -X
1758442458.923938 args_parse_flags: -X
1758442458.923942 args_parse_flags: next jump-to-backward
1758442458.923946 args_parse: flags end at 2 of 4
1758442458.923951 args_parse: 2 = jump-to-backward (type STRING)
1758442458.923955 args_parse: 3 = %% (type STRING)
1758442458.923962 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1758442458.923968 args_parse_flags: next -1p(jump to backward)
1758442458.923972 args_parse_flags: -1
1758442458.923977 args_parse_flag_argument: -p = (jump to backward)
1758442458.923982 args_parse: flags end at 2 of 3
1758442458.923989 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1758442458.923999 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1758442458.924004 args_parse_flags: next -Tcopy-mode
1758442458.924008 args_parse_flag_argument: -T = copy-mode
1758442458.924013 args_parse_flags: next T
1758442458.924017 args_parse: flags end at 2 of 4
1758442458.924027 args_parse: 2 = T (type STRING)
1758442458.924037 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1758442458.924048 cmd_parse_build_commands: bind-key -T copy-mode T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1758442458.924054 cmdq_get_command: [bind-key/0x5fbe1f932be0] group 1479
1758442458.924060 cmdq_append <global>: [bind-key/0x5fbe1f932be0]
1758442458.924068 yylex_token: end at WS
1758442458.924071 yylex_token: bind
1758442458.924076 yylex_token: end at WS
1758442458.924081 yylex_token: -Tcopy-mode
1758442458.924085 yylex_token: end at WS
1758442458.924090 yylex_token: X
1758442458.924094 yylex_token: end at WS
1758442458.924098 yylex_token: send
1758442458.924102 yylex_token: end at WS
1758442458.924106 yylex_token: -X
1758442458.924110 yylex_token: end at WS
1758442458.924115 yylex_token: set-mark
1758442458.924120 cmd_parse_build_commands 0:0: bind
1758442458.924125 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.924129 cmd_parse_build_commands 0:2: X
1758442458.924134 cmd_parse_build_commands 0:3 0:0: send
1758442458.924138 cmd_parse_build_commands 0:3 0:1: -X
1758442458.924143 cmd_parse_build_commands 0:3 0:2: set-mark
1758442458.924148 cmd_parse_build_commands 0:0: send
1758442458.924152 cmd_parse_build_commands 0:1: -X
1758442458.924156 cmd_parse_build_commands 0:2: set-mark
1758442458.924162 args_parse_flags: next -X
1758442458.924166 args_parse_flags: -X
1758442458.924171 args_parse_flags: next set-mark
1758442458.924176 args_parse: flags end at 2 of 3
1758442458.924181 args_parse: 2 = set-mark (type STRING)
1758442458.924188 cmd_parse_build_commands: send-keys -X set-mark
1758442458.924193 args_parse_flags: next -Tcopy-mode
1758442458.924197 args_parse_flag_argument: -T = copy-mode
1758442458.924202 args_parse_flags: next X
1758442458.924206 args_parse: flags end at 2 of 4
1758442458.924211 args_parse: 2 = X (type STRING)
1758442458.924217 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1758442458.924226 cmd_parse_build_commands: bind-key -T copy-mode X { send-keys -X set-mark }
1758442458.924232 cmdq_get_command: [bind-key/0x5fbe1f932ce0] group 1491
1758442458.924236 cmdq_append <global>: [bind-key/0x5fbe1f932ce0]
1758442458.924242 yylex_token: end at WS
1758442458.924247 yylex_token: bind
1758442458.924251 yylex_token: end at WS
1758442458.924256 yylex_token: -Tcopy-mode
1758442458.924260 yylex_token: end at WS
1758442458.924264 yylex_token: f
1758442458.924268 yylex_token: end at WS
1758442458.924272 yylex_token: command-prompt
1758442458.924278 yylex_token: end at WS
1758442458.924282 yylex_token: -1p(jump forward)
1758442458.924287 yylex_token: end at WS
1758442458.924291 yylex_token: send
1758442458.924295 yylex_token: end at WS
1758442458.924299 yylex_token: -X
1758442458.924304 yylex_token: end at WS
1758442458.924308 yylex_token: jump-forward
1758442458.924313 yylex_token: end at WS
1758442458.924317 yylex_token: %%
1758442458.924323 cmd_parse_build_commands 0:0: bind
1758442458.924328 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.924332 cmd_parse_build_commands 0:2: f
1758442458.924337 cmd_parse_build_commands 0:3 0:0: command-prompt
1758442458.924342 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1758442458.924347 cmd_parse_build_commands 0:3 0:2 0:0: send
1758442458.924351 cmd_parse_build_commands 0:3 0:2 0:1: -X
1758442458.924356 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1758442458.924361 cmd_parse_build_commands 0:3 0:2 0:3: %%
1758442458.924366 cmd_parse_build_commands 0:0: command-prompt
1758442458.924371 cmd_parse_build_commands 0:1: -1p(jump forward)
1758442458.924376 cmd_parse_build_commands 0:2 0:0: send
1758442458.924380 cmd_parse_build_commands 0:2 0:1: -X
1758442458.924385 cmd_parse_build_commands 0:2 0:2: jump-forward
1758442458.924389 cmd_parse_build_commands 0:2 0:3: %%
1758442458.924394 cmd_parse_build_commands 0:0: send
1758442458.924399 cmd_parse_build_commands 0:1: -X
1758442458.924403 cmd_parse_build_commands 0:2: jump-forward
1758442458.924413 cmd_parse_build_commands 0:3: %%
1758442458.924420 args_parse_flags: next -X
1758442458.924424 args_parse_flags: -X
1758442458.924428 args_parse_flags: next jump-forward
1758442458.924433 args_parse: flags end at 2 of 4
1758442458.924437 args_parse: 2 = jump-forward (type STRING)
1758442458.924442 args_parse: 3 = %% (type STRING)
1758442458.924449 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1758442458.924455 args_parse_flags: next -1p(jump forward)
1758442458.924459 args_parse_flags: -1
1758442458.924464 args_parse_flag_argument: -p = (jump forward)
1758442458.924469 args_parse: flags end at 2 of 3
1758442458.924474 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1758442458.924485 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1758442458.924489 args_parse_flags: next -Tcopy-mode
1758442458.924494 args_parse_flag_argument: -T = copy-mode
1758442458.924498 args_parse_flags: next f
1758442458.924503 args_parse: flags end at 2 of 4
1758442458.924507 args_parse: 2 = f (type STRING)
1758442458.924516 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1758442458.924527 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1758442458.924534 cmdq_get_command: [bind-key/0x5fbe1f933690] group 1499
1758442458.924539 cmdq_append <global>: [bind-key/0x5fbe1f933690]
1758442458.924547 yylex_token: end at WS
1758442458.924552 yylex_token: bind
1758442458.924557 yylex_token: end at WS
1758442458.924561 yylex_token: -Tcopy-mode
1758442458.924565 yylex_token: end at WS
1758442458.924570 yylex_token: g
1758442458.924574 yylex_token: end at WS
1758442458.924579 yylex_token: command-prompt
1758442458.924584 yylex_token: end at WS
1758442458.924588 yylex_token: -p(goto line)
1758442458.924593 yylex_token: end at WS
1758442458.924597 yylex_token: send
1758442458.924601 yylex_token: end at WS
1758442458.924605 yylex_token: -X
1758442458.924610 yylex_token: end at WS
1758442458.924614 yylex_token: goto-line
1758442458.924619 yylex_token: end at WS
1758442458.924623 yylex_token: %%
1758442458.924629 cmd_parse_build_commands 0:0: bind
1758442458.924633 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.924638 cmd_parse_build_commands 0:2: g
1758442458.924643 cmd_parse_build_commands 0:3 0:0: command-prompt
1758442458.924648 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1758442458.924652 cmd_parse_build_commands 0:3 0:2 0:0: send
1758442458.924657 cmd_parse_build_commands 0:3 0:2 0:1: -X
1758442458.924662 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1758442458.924666 cmd_parse_build_commands 0:3 0:2 0:3: %%
1758442458.924672 cmd_parse_build_commands 0:0: command-prompt
1758442458.924676 cmd_parse_build_commands 0:1: -p(goto line)
1758442458.924681 cmd_parse_build_commands 0:2 0:0: send
1758442458.924686 cmd_parse_build_commands 0:2 0:1: -X
1758442458.924690 cmd_parse_build_commands 0:2 0:2: goto-line
1758442458.924695 cmd_parse_build_commands 0:2 0:3: %%
1758442458.924700 cmd_parse_build_commands 0:0: send
1758442458.924704 cmd_parse_build_commands 0:1: -X
1758442458.924709 cmd_parse_build_commands 0:2: goto-line
1758442458.924713 cmd_parse_build_commands 0:3: %%
1758442458.924720 args_parse_flags: next -X
1758442458.924724 args_parse_flags: -X
1758442458.924728 args_parse_flags: next goto-line
1758442458.924733 args_parse: flags end at 2 of 4
1758442458.924737 args_parse: 2 = goto-line (type STRING)
1758442458.924742 args_parse: 3 = %% (type STRING)
1758442458.924749 cmd_parse_build_commands: send-keys -X goto-line "%%"
1758442458.924754 args_parse_flags: next -p(goto line)
1758442458.924759 args_parse_flag_argument: -p = (goto line)
1758442458.924764 args_parse: flags end at 2 of 3
1758442458.924770 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1758442458.924779 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1758442458.924784 args_parse_flags: next -Tcopy-mode
1758442458.924794 args_parse_flag_argument: -T = copy-mode
1758442458.924797 args_parse_flags: next g
1758442458.924802 args_parse: flags end at 2 of 4
1758442458.924807 args_parse: 2 = g (type STRING)
1758442458.924815 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1758442458.924826 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1758442458.924832 cmdq_get_command: [bind-key/0x5fbe1f933dc0] group 1511
1758442458.924837 cmdq_append <global>: [bind-key/0x5fbe1f933dc0]
1758442458.924843 yylex_token: end at WS
1758442458.924847 yylex_token: bind
1758442458.924852 yylex_token: end at WS
1758442458.924856 yylex_token: -Tcopy-mode
1758442458.924861 yylex_token: end at WS
1758442458.924865 yylex_token: n
1758442458.924870 yylex_token: end at WS
1758442458.924874 yylex_token: send
1758442458.924879 yylex_token: end at WS
1758442458.924884 yylex_token: -X
1758442458.924889 yylex_token: end at WS
1758442458.924893 yylex_token: search-again
1758442458.924917 cmd_parse_build_commands 0:0: bind
1758442458.924922 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.924926 cmd_parse_build_commands 0:2: n
1758442458.924931 cmd_parse_build_commands 0:3 0:0: send
1758442458.924936 cmd_parse_build_commands 0:3 0:1: -X
1758442458.924941 cmd_parse_build_commands 0:3 0:2: search-again
1758442458.924946 cmd_parse_build_commands 0:0: send
1758442458.924951 cmd_parse_build_commands 0:1: -X
1758442458.924956 cmd_parse_build_commands 0:2: search-again
1758442458.924962 args_parse_flags: next -X
1758442458.924967 args_parse_flags: -X
1758442458.924972 args_parse_flags: next search-again
1758442458.924975 args_parse: flags end at 2 of 3
1758442458.924980 args_parse: 2 = search-again (type STRING)
1758442458.924986 cmd_parse_build_commands: send-keys -X search-again
1758442458.924990 args_parse_flags: next -Tcopy-mode
1758442458.924995 args_parse_flag_argument: -T = copy-mode
1758442458.924999 args_parse_flags: next n
1758442458.925004 args_parse: flags end at 2 of 4
1758442458.925009 args_parse: 2 = n (type STRING)
1758442458.925015 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1758442458.925024 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1758442458.925029 cmdq_get_command: [bind-key/0x5fbe1f9337e0] group 1523
1758442458.925034 cmdq_append <global>: [bind-key/0x5fbe1f9337e0]
1758442458.925040 yylex_token: end at WS
1758442458.925044 yylex_token: bind
1758442458.925049 yylex_token: end at WS
1758442458.925054 yylex_token: -Tcopy-mode
1758442458.925058 yylex_token: end at WS
1758442458.925062 yylex_token: q
1758442458.925067 yylex_token: end at WS
1758442458.925071 yylex_token: send
1758442458.925076 yylex_token: end at WS
1758442458.925080 yylex_token: -X
1758442458.925084 yylex_token: end at WS
1758442458.925088 yylex_token: cancel
1758442458.925094 cmd_parse_build_commands 0:0: bind
1758442458.925098 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.925103 cmd_parse_build_commands 0:2: q
1758442458.925108 cmd_parse_build_commands 0:3 0:0: send
1758442458.925113 cmd_parse_build_commands 0:3 0:1: -X
1758442458.925117 cmd_parse_build_commands 0:3 0:2: cancel
1758442458.925122 cmd_parse_build_commands 0:0: send
1758442458.925127 cmd_parse_build_commands 0:1: -X
1758442458.925131 cmd_parse_build_commands 0:2: cancel
1758442458.925137 args_parse_flags: next -X
1758442458.925141 args_parse_flags: -X
1758442458.925146 args_parse_flags: next cancel
1758442458.925150 args_parse: flags end at 2 of 3
1758442458.925155 args_parse: 2 = cancel (type STRING)
1758442458.925161 cmd_parse_build_commands: send-keys -X cancel
1758442458.925166 args_parse_flags: next -Tcopy-mode
1758442458.925170 args_parse_flag_argument: -T = copy-mode
1758442458.925175 args_parse_flags: next q
1758442458.925179 args_parse: flags end at 2 of 4
1758442458.925183 args_parse: 2 = q (type STRING)
1758442458.925190 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1758442458.925199 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1758442458.925209 cmdq_get_command: [bind-key/0x5fbe1f933070] group 1531
1758442458.925214 cmdq_append <global>: [bind-key/0x5fbe1f933070]
1758442458.925223 yylex_token: end at WS
1758442458.925228 yylex_token: bind
1758442458.925232 yylex_token: end at WS
1758442458.925237 yylex_token: -Tcopy-mode
1758442458.925241 yylex_token: end at WS
1758442458.925245 yylex_token: r
1758442458.925250 yylex_token: end at WS
1758442458.925254 yylex_token: send
1758442458.925259 yylex_token: end at WS
1758442458.925263 yylex_token: -X
1758442458.925268 yylex_token: end at WS
1758442458.925272 yylex_token: refresh-from-pane
1758442458.925278 cmd_parse_build_commands 0:0: bind
1758442458.925282 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.925287 cmd_parse_build_commands 0:2: r
1758442458.925292 cmd_parse_build_commands 0:3 0:0: send
1758442458.925297 cmd_parse_build_commands 0:3 0:1: -X
1758442458.925301 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1758442458.925306 cmd_parse_build_commands 0:0: send
1758442458.925311 cmd_parse_build_commands 0:1: -X
1758442458.925316 cmd_parse_build_commands 0:2: refresh-from-pane
1758442458.925323 args_parse_flags: next -X
1758442458.925327 args_parse_flags: -X
1758442458.925332 args_parse_flags: next refresh-from-pane
1758442458.925336 args_parse: flags end at 2 of 3
1758442458.925341 args_parse: 2 = refresh-from-pane (type STRING)
1758442458.925347 cmd_parse_build_commands: send-keys -X refresh-from-pane
1758442458.925352 args_parse_flags: next -Tcopy-mode
1758442458.925357 args_parse_flag_argument: -T = copy-mode
1758442458.925361 args_parse_flags: next r
1758442458.925366 args_parse: flags end at 2 of 4
1758442458.925370 args_parse: 2 = r (type STRING)
1758442458.925376 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1758442458.925386 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1758442458.925391 cmdq_get_command: [bind-key/0x5fbe1f934420] group 1539
1758442458.925396 cmdq_append <global>: [bind-key/0x5fbe1f934420]
1758442458.925401 yylex_token: end at WS
1758442458.925406 yylex_token: bind
1758442458.925410 yylex_token: end at WS
1758442458.925415 yylex_token: -Tcopy-mode
1758442458.925419 yylex_token: end at WS
1758442458.925423 yylex_token: t
1758442458.925429 yylex_token: end at WS
1758442458.925433 yylex_token: command-prompt
1758442458.925438 yylex_token: end at WS
1758442458.925442 yylex_token: -1p(jump to forward)
1758442458.925447 yylex_token: end at WS
1758442458.925451 yylex_token: send
1758442458.925455 yylex_token: end at WS
1758442458.925460 yylex_token: -X
1758442458.925465 yylex_token: end at WS
1758442458.925469 yylex_token: jump-to-forward
1758442458.925473 yylex_token: end at WS
1758442458.925478 yylex_token: %%
1758442458.925483 cmd_parse_build_commands 0:0: bind
1758442458.925488 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.925492 cmd_parse_build_commands 0:2: t
1758442458.925498 cmd_parse_build_commands 0:3 0:0: command-prompt
1758442458.925502 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1758442458.925507 cmd_parse_build_commands 0:3 0:2 0:0: send
1758442458.925512 cmd_parse_build_commands 0:3 0:2 0:1: -X
1758442458.925517 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1758442458.925522 cmd_parse_build_commands 0:3 0:2 0:3: %%
1758442458.925527 cmd_parse_build_commands 0:0: command-prompt
1758442458.925532 cmd_parse_build_commands 0:1: -1p(jump to forward)
1758442458.925537 cmd_parse_build_commands 0:2 0:0: send
1758442458.925541 cmd_parse_build_commands 0:2 0:1: -X
1758442458.925546 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1758442458.925551 cmd_parse_build_commands 0:2 0:3: %%
1758442458.925556 cmd_parse_build_commands 0:0: send
1758442458.925560 cmd_parse_build_commands 0:1: -X
1758442458.925565 cmd_parse_build_commands 0:2: jump-to-forward
